Author,Period,Work,Tokenized Text,Text,Lemmatized Text
Juvenal,Silver,Satires,"['est', 'aliquid', 'quocumque', 'loco', 'quocumque', 'recessu', 'unius', 'sese', 'dominum', 'fecisse', 'lacertae', '.']",est aliquid quocumque loco quocumque recessu unius sese dominum fecisse lacertae .,"['sum', 'aliquis', 'quicumque', 'locus', 'quicumque', 'recessus', 'unus', 'se', 'dominus', 'facio', 'lacerta', '.']"
Juvenal,Silver,Satires,"['plurimus', 'hic', 'aeger', 'moritur', 'vigilando', 'set', 'ipsum', 'languorem', 'peperit', 'cibus', 'inperfectus', 'et', 'haerens', 'ardenti', 'stomacho', 'nam', 'quae', 'meritoria', 'somnum', 'admittunt', '?']",plurimus hic aeger moritur vigilando set ipsum languorem peperit cibus inperfectus et haerens ardenti stomacho nam quae meritoria somnum admittunt ?,"['plurimus', 'hic', 'aeger', 'morior', 'vigilando', 'set', 'ipse', 'languor', 'pario', 'cibus', 'inperfectus', 'et', 'haero', 'ardeo', 'stomachus', 'nam', 'qui', 'meritorius', 'somnum', 'admitto', '?']"
Juvenal,Silver,Satires,"['magnis', 'opibus', 'dormitur', 'in', 'urbe', '.']",magnis opibus dormitur in urbe .,"['magnus', 'opus', 'dormo', 'in', 'urbs', '.']"
Juvenal,Silver,Satires,"['inde', 'caput', 'morbi', 'raedarum', 'transitus', 'arto', 'vicorum', 'in', 'flexu', 'et', 'stantis', 'convicia', 'mandrae', 'eripient', 'somnum', 'druso', 'vitulisque', 'marinis', '.']",inde caput morbi raedarum transitus arto vicorum in flexu et stantis convicia mandrae eripient somnum druso vitulisque marinis .,"['inde', 'caput', 'morbus', 'raeda', 'transitus', 'ars', 'vicorum', 'in', 'flexus', 'et', 'sto', 'convicia', 'mander', 'eripio', 'somnum', 'druso', 'vitulisque', 'maren', '.']"
Juvenal,Silver,Satires,"['si', 'vocat', 'officium', 'turba', 'cedente', 'vehetur', 'dives', 'et', 'ingenti', 'curret', 'super', 'ora', 'liburna', 'atque', 'obiter', 'leget', 'aut', 'scribet', 'vel', 'dormiet', 'intus', 'namque', 'facit', 'somnum', 'clausa', 'lectica', 'fenestra', 'ante', 'tamen', 'veniet', 'nobis', 'properantibus', 'opstat', 'unda', 'prior', 'magno', 'populus', 'premit', 'agmine', 'lumbos', 'qui', 'sequitur', 'ferit', 'hic', 'cubito', 'ferit', 'assere', 'duro', 'alter', 'at', 'hic', 'tignum', 'capiti', 'incutit', 'ille', 'metretam', '.']",si vocat officium turba cedente vehetur dives et ingenti curret super ora liburna atque obiter leget aut scribet vel dormiet intus namque facit somnum clausa lectica fenestra ante tamen veniet nobis properantibus opstat unda prior magno populus premit agmine lumbos qui sequitur ferit hic cubito ferit assere duro alter at hic tignum capiti incutit ille metretam .,"['si', 'vocat', 'officium', 'turba', 'cedo', 'vehetur', 'dies', 'et', 'ingens', 'curro', 'super', 'ora', 'liburnus', 'atque', 'obiter', 'lego', 'aut', 'scribo', 'vel', 'dormio', 'intus', 'nam', 'facio', 'somnum', 'claudo', 'lecticus', 'fenester', 'ante', 'tamen', 'veniet', 'nos', 'propero', 'opsto', 'undus', 'prior', 'magnus', 'populus', 'premo', 'agmo', 'lumbo', 'qui', 'sequor', 'facio', 'hic', 'cubitum', 'facio', 'assere', 'durus', 'alter', 'at', 'hic', 'tignum', 'caput', 'incutio', 'ille', 'metreta', '.']"
Juvenal,Silver,Satires,"['pinguia', 'crura', 'luto', 'planta', 'mox', 'undique', 'magna', 'calcor', 'et', 'in', 'digito', 'clavus', 'mihi', 'militis', 'haeret', '.']",pinguia crura luto planta mox undique magna calcor et in digito clavus mihi militis haeret .,"['pinguia', 'crura', 'luto', 'planta', 'mox', 'unusquisque', 'magnus', 'calcor', 'et', 'in', 'digitum', 'clavus', 'ego', 'miles', 'haero', '.']"
Juvenal,Silver,Satires,"['nonne', 'vides', 'quanto', 'celebretur', 'sportula', 'fumo', '?']",nonne vides quanto celebretur sportula fumo ?,"['nonne', 'vides', 'quanto', 'celebro', 'sportula', 'fumo', '?']"
Juvenal,Silver,Satires,"['centum', 'convivae', 'sequitur', 'sua', 'quemque', 'culina', '.']",centum convivae sequitur sua quemque culina .,"['centum', 'convivae', 'sequor', 'suus', 'quisque', 'culina', '.']"
Juvenal,Silver,Satires,"['corbulo', 'vix', 'ferret', 'tot', 'vasa', 'ingentia', 'tot', 'res', 'inpositas', 'capiti', 'quas', 'recto', 'vertice', 'portat', 'servulus', 'infelix', 'et', 'cursu', 'ventilat', 'ignem', 'scinduntur', 'tunicae', 'sartae', 'modo', 'longa', 'coruscat', 'serraco', 'veniente', 'abies', 'atque', 'altera', 'pinum', 'plaustra', 'vehunt', 'nutant', 'alte', 'populoque', 'minantur', '.']",corbulo vix ferret tot vasa ingentia tot res inpositas capiti quas recto vertice portat servulus infelix et cursu ventilat ignem scinduntur tunicae sartae modo longa coruscat serraco veniente abies atque altera pinum plaustra vehunt nutant alte populoque minantur .,"['corbulus', 'vix', 'fero', 'tot', 'vasa', 'ingentia', 'tot', 'res', 'inpono', 'caput', 'qui', 'rego', 'vertice', 'porto', 'servulus', 'infelix', 'et', 'cursus', 'ventilat', 'ignis', 'scindo', 'tunicus', 'sartus', 'modus', 'longus', 'corusco', 'serraco', 'veniente', 'abies', 'atque', 'alter', 'pinum', 'plaustra', 'vehunt', 'nutor', 'alte', 'populusque', 'minor', '.']"
Juvenal,Silver,Satires,"['nam', 'si', 'procubuit', 'qui', 'saxa', 'ligustica', 'portat', 'axis', 'et', 'eversum', 'fudit', 'super', 'agmina', 'montem', 'quid', 'superest', 'de', 'corporibus', '?']",nam si procubuit qui saxa ligustica portat axis et eversum fudit super agmina montem quid superest de corporibus ?,"['nam', 'si', 'procubuo', 'qui', 'sax', 'ligusticus', 'porto', 'axis', 'et', 'eversum', 'fundo', 'super', 'agmina', 'mons', 'quis', 'supersum', 'de', 'corpus', '?']"
Juvenal,Silver,Satires,"['quis', 'membra', 'quis', 'ossa', 'invenit', '?']",quis membra quis ossa invenit ?,"['quis', 'membrum', 'quis', 'os', 'invenit', '?']"
Juvenal,Silver,Satires,"['obtritum', 'vulgi', 'perit', 'omne', 'cadaver', 'more', 'animae', 'domus', 'interea', 'secura', 'patellas', 'iam', 'lavat', 'et', 'bucca', 'foculum', 'excitat', 'et', 'sonat', 'unctis', 'striglibus', 'et', 'pleno', 'componit', 'lintea', 'guto', '.']",obtritum vulgi perit omne cadaver more animae domus interea secura patellas iam lavat et bucca foculum excitat et sonat unctis striglibus et pleno componit lintea guto .,"['obtrio', 'vulgi', 'pereo', 'omnis', 'cadaver', 'mos', 'anima', 'domus', 'interea', 'securus', 'patella', 'iam', 'lavat', 'et', 'buccus', 'foculus', 'excito', 'et', 'sono', 'ungo', 'striglus', 'et', 'plenus', 'compono', 'lintea', 'gutus', '.']"
Juvenal,Silver,Satires,"['haec', 'inter', 'pueros', 'varie', 'properantur', 'at', 'ille', 'iam', 'sedet', 'in', 'ripa', 'taetrumque', 'novicius', 'horret', 'porthmea', 'nec', 'sperat', 'caenosi', 'gurgitis', 'alnum', 'infelix', 'nec', 'habet', 'quem', 'porrigat', 'ore', 'trientem', '.']",haec inter pueros varie properantur at ille iam sedet in ripa taetrumque novicius horret porthmea nec sperat caenosi gurgitis alnum infelix nec habet quem porrigat ore trientem .,"['hic', 'inter', 'puer', 'varie', 'propero', 'at', 'ille', 'iam', 'sedeo', 'in', 'ripa', 'taetrusque', 'novicius', 'horro', 'porthmea', 'nec', 'spero', 'caenosus', 'gurgitum', 'alnus', 'infelix', 'nec', 'habeo', 'qui', 'porrigo', 'os', 'trio', '.']"
Juvenal,Silver,Satires,"['respice', 'nunc', 'alia', 'ac', 'diversa', 'pericula', 'noctis', 'quod', 'spatium', 'tectis', 'sublimibus', 'unde', 'cerebrum', 'testa', 'ferit', 'quotiens', 'rimosa', 'et', 'curta', 'fenestris', 'vasa', 'cadant', 'quanto', 'percussum', 'pondere', 'signent', 'et', 'laedant', 'silicem', 'possis', 'ignavus', 'haberi', 'et', 'subiti', 'casus', 'inprovidus', 'ad', 'cenam', 'si', 'intestatus', 'eas', 'adeo', 'tot', 'fata', 'quot', 'illa', 'nocte', 'patent', 'vigiles', 'te', 'praetereunte', 'fenestrae', '.']",respice nunc alia ac diversa pericula noctis quod spatium tectis sublimibus unde cerebrum testa ferit quotiens rimosa et curta fenestris vasa cadant quanto percussum pondere signent et laedant silicem possis ignavus haberi et subiti casus inprovidus ad cenam si intestatus eas adeo tot fata quot illa nocte patent vigiles te praetereunte fenestrae .,"['respicio', 'nunc', 'alius', 'atque', 'diversa', 'periculum', 'nox', 'quod', 'spatium', 'tigscor', 'sublimis', 'unde', 'cerebra', 'testa', 'facio', 'quotiens', 'rimosus', 'et', 'curtus', 'fenestris', 'vasa', 'cado', 'quanto', 'percitto', 'pondus', 'signo', 'et', 'laedo', 'silix', 'possum', 'ignavus', 'habeo', 'et', 'subes', 'casus', 'inprovidus', 'ad', 'coena', 'si', 'intestor', 'is', 'adeo', 'tot', 'fatum', 'quot', 'ille', 'nox', 'pateo', 'vigiles', 'tu', 'praetereo', 'fenestra', '.']"
Juvenal,Silver,Satires,"['ergo', 'optes', 'votumque', 'feras', 'miserabile', 'tecum', 'ut', 'sint', 'contentae', 'patulas', 'defundere', 'pelves', '.']",ergo optes votumque feras miserabile tecum ut sint contentae patulas defundere pelves .,"['ergo', 'ous', 'egoumque', 'feras', 'miserabilis', 'tu', 'ut', 'sum', 'contineo', 'patula', 'defundo', 'pelves', '.']"
Juvenal,Silver,Satires,"['ebrius', 'ac', 'petulans', 'qui', 'nullum', 'forte', 'cecidit', 'dat', 'poenas', 'noctem', 'patitur', 'lugentis', 'amicum', 'pelidae', 'cubat', 'in', 'faciem', 'mox', 'deinde', 'supinus', 'ergo', 'non', 'aliter', 'poterit', 'dormire', 'quibusdam', 'somnum', 'rixa', 'facit', 'sed', 'quamvis', 'improbus', 'annis', 'atque', 'mero', 'fervens', 'cavet', 'hunc', 'quem', 'coccina', 'laena', 'vitari', 'iubet', 'et', 'comitum', 'longissimus', 'ordo', 'multum', 'praeterea', 'flammarum', 'et', 'aenea', 'lampas', 'me', 'quem', 'luna', 'solet', 'deducere', 'vel', 'breve', 'lumen', 'candelae', 'cuius', 'dispenso', 'et', 'tempero', 'filum', 'contemnit', 'miserae', 'cognosce', 'prohoemia', 'rixae', 'si', 'rixa', 'est', 'ubi', 'tu', 'pulsas', 'ego', 'vapulo', 'tantum', 'stat', 'contra', 'starique', 'iubet', 'parere', 'necesse', 'est', 'nam', 'quid', 'agas', 'cum', 'te', 'furiosus', 'cogat', 'et', 'idem', 'fortior', '?']",ebrius ac petulans qui nullum forte cecidit dat poenas noctem patitur lugentis amicum pelidae cubat in faciem mox deinde supinus ergo non aliter poterit dormire quibusdam somnum rixa facit sed quamvis improbus annis atque mero fervens cavet hunc quem coccina laena vitari iubet et comitum longissimus ordo multum praeterea flammarum et aenea lampas me quem luna solet deducere vel breve lumen candelae cuius dispenso et tempero filum contemnit miserae cognosce prohoemia rixae si rixa est ubi tu pulsas ego vapulo tantum stat contra starique iubet parere necesse est nam quid agas cum te furiosus cogat et idem fortior ?,"['ebrius', 'atque', 'petulo', 'qui', 'nullus', 'forte', 'cado', 'do', 'poena', 'nox', 'patior', 'lugo', 'amicus', 'pelida', 'cubo', 'in', 'facies', 'mox', 'deinde', 'supinus', 'ergo', 'non', 'aliter', 'possum', 'dormio', 'quidam', 'somnum', 'rix', 'facio', 'sed', 'quamvis', 'improbus', 'annus', 'atque', 'merus', 'fervens', 'cavet', 'hic', 'qui', 'coccina', 'laena', 'vitari', 'iubeo', 'et', 'comitum', 'longus', 'ordo', 'multum', 'praeterea', 'flamma', 'et', 'aeneus', 'lampa', 'ego', 'qui', 'luna', 'soleo', 'deduco', 'vel', 'breve', 'lumen', 'candela', 'qui', 'dispengo', 'et', 'tempero', 'filius', 'contemno', 'miser', 'cognosco', 'prohoemium', 'rix', 'si', 'rix', 'sum', 'ubi', 'tu', 'pulgo', 'ego', 'vapulo', 'tantum', 'sto', 'contra', 'stario', 'iubeo', 'pario', 'necesse', 'sum', 'nam', 'quis', 'ago', 'cum', 'tu', 'furiosus', 'cogo', 'et', 'idem', 'fortis', '?']"
Juvenal,Silver,Satires,"['unde', 'venis', '?']",unde venis ?,"['unde', 'venis', '?']"
Juvenal,Silver,Satires,"['exclamat', 'cuius', 'aceto', 'cuius', 'conche', 'tumes', '?']",exclamat cuius aceto cuius conche tumes ?,"['exclamo', 'qui', 'acetus', 'qui', 'concus', 'tumo', '?']"
Juvenal,Silver,Satires,"['quis', 'tecum', 'sectile', 'porrum', 'sutor', 'et', 'elixi', 'vervecis', 'labra', 'comedit', '?']",quis tecum sectile porrum sutor et elixi vervecis labra comedit ?,"['quis', 'tu', 'sectilis', 'porrus', 'sutor', 'et', 'elix', 'vervecis', 'labra', 'comedo', '?']"
Juvenal,Silver,Satires,"['nil', 'mihi', 'respondes', '?']",nil mihi respondes ?,"['nihil', 'ego', 'respondeo', '?']"
Juvenal,Silver,Satires,"['aut', 'dic', 'aut', 'accipe', 'calcem', '.']",aut dic aut accipe calcem .,"['aut', 'dico', 'aut', 'accipio', 'calius', '.']"
Juvenal,Silver,Satires,"['ede', 'ubi', 'consistas', 'in', 'qua', 'te', 'quaero', 'proseucha', '?']",ede ubi consistas in qua te quaero proseucha ?,"['edo', 'ubi', 'consisto', 'in', 'qui', 'tu', 'quaero', 'proseuchus', '?']"
Juvenal,Silver,Satires,"['dicere', 'si', 'temptes', 'aliquid', 'tacitusve', 'recedas', 'tantumdem', 'est', 'feriunt', 'pariter', 'vadimonia', 'deinde', 'irati', 'faciunt', 'libertas', 'pauperis', 'haec', 'est', 'pulsatus', 'rogat', 'et', 'pugnis', 'concisus', 'adorat', 'ut', 'liceat', 'paucis', 'cum', 'dentibus', 'inde', 'reverti', '.']",dicere si temptes aliquid tacitusve recedas tantumdem est feriunt pariter vadimonia deinde irati faciunt libertas pauperis haec est pulsatus rogat et pugnis concisus adorat ut liceat paucis cum dentibus inde reverti .,"['dico', 'si', 'temptus', 'aliquis', 'taceo', 'recedo', 'tantusdus', 'sum', 'fero', 'pariter', 'vadimonia', 'deinde', 'irascor', 'facio', 'libertas', 'pauper', 'hic', 'sum', 'pulso', 'rogo', 'et', 'pugna', 'concido', 'adoro', 'ut', 'licet', 'paucus', 'cum', 'dens', 'inde', 'reverti', '.']"
Juvenal,Silver,Satires,"['nec', 'tamen', 'haec', 'tantum', 'metuas', 'nam', 'qui', 'spoliet', 'te', 'non', 'derit', 'clausis', 'domibus', 'postquam', 'omnis', 'ubique', 'fixa', 'catenatae', 'siluit', 'compago', 'tabernae', '.']",nec tamen haec tantum metuas nam qui spoliet te non derit clausis domibus postquam omnis ubique fixa catenatae siluit compago tabernae .,"['nec', 'tamen', 'hic', 'tantum', 'metuo', 'nam', 'qui', 'spolio', 'tu', 'non', 'dereo', 'claudo', 'domus', 'postquam', 'omnis', 'ubique', 'figo', 'cateno', 'siluo', 'compago', 'tabernus', '.']"
Juvenal,Silver,Satires,"['interdum', 'et', 'ferro', 'subitus', 'grassator', 'agit', 'rem', 'armato', 'quotiens', 'tutae', 'custode', 'tenentur', 'et', 'pomptina', 'palus', 'et', 'gallinaria', 'pinus', 'sic', 'inde', 'huc', 'omnes', 'tamquam', 'ad', 'vivaria', 'currunt', 'qua', 'fornace', 'graves', 'qua', 'non', 'incude', 'catenae', '?']",interdum et ferro subitus grassator agit rem armato quotiens tutae custode tenentur et pomptina palus et gallinaria pinus sic inde huc omnes tamquam ad vivaria currunt qua fornace graves qua non incude catenae ?,"['interdum', 'et', 'ferrum', 'subeo', 'grassator', 'ago', 'res', 'armo', 'quotiens', 'tutus', 'custodis', 'teneo', 'et', 'pomptinus', 'palus', 'et', 'gallinarius', 'pinus', 'sic', 'inde', 'huc', 'omnis', 'tamquam', 'ad', 'vivaria', 'curro', 'qui', 'fornax', 'graves', 'qui', 'non', 'incus', 'catena', '?']"
Juvenal,Silver,Satires,"['maximus', 'in', 'vinclis', 'ferri', 'modus', 'ut', 'timeas', 'ne', 'vomer', 'deficiat', 'ne', 'marrae', 'et', 'sarcula', 'desint', '.']",maximus in vinclis ferri modus ut timeas ne vomer deficiat ne marrae et sarcula desint .,"['magnus', 'in', 'vinclis', 'fero', 'modus', 'ut', 'timeo', 'ne', 'vomer', 'deficio', 'ne', 'maruus', 'et', 'sarcula', 'desum', '.']"
Juvenal,Silver,Satires,"['felices', 'proavorum', 'atavos', 'felicia', 'dicas', 'saecula', 'quae', 'quondam', 'sub', 'regibus', 'atque', 'tribunis', 'viderunt', 'uno', 'contentam', 'carcere', 'romam', '.']",felices proavorum atavos felicia dicas saecula quae quondam sub regibus atque tribunis viderunt uno contentam carcere romam .,"['felix', 'proavorum', 'atavos', 'felix', 'dico', 'saeculum', 'qui', 'quidam', 'sub', 'rex', 'atque', 'tribunus', 'viderunt', 'unus', 'contineo', 'carcus', 'roma', '.']"
Juvenal,Silver,Satires,"['his', 'alias', 'poteram', 'et', 'pluris', 'subnectere', 'causas', 'sed', 'iumenta', 'vocant', 'et', 'sol', 'inclinat', 'eundum', 'est', 'nam', 'mihi', 'commota', 'iam', 'dudum', 'mulio', 'virga', 'adnuit', '.']",his alias poteram et pluris subnectere causas sed iumenta vocant et sol inclinat eundum est nam mihi commota iam dudum mulio virga adnuit .,"['hic', 'alias', 'possum', 'et', 'multus', 'subnecto', 'causa', 'sed', 'iumentum', 'vocant', 'et', 'sol', 'inclino', 'idem', 'sum', 'nam', 'ego', 'commo', 'iam', 'dudum', 'mulio', 'virga', 'ado', '.']"
Juvenal,Silver,Satires,"['ergo', 'vale', 'nostri', 'memor', 'et', 'quotiens', 'te', 'roma', 'tuo', 'refici', 'properantem', 'reddet', 'aquino', 'me', 'quoque', 'ad', 'helvinam', 'cererem', 'vestramque', 'dianam', 'converte', 'a', 'cumis', 'saturarum', 'ego', 'ni', 'pudet', 'illas', 'auditor', 'gelidos', 'veniam', 'caligatus', 'in', 'agros', '.']",ergo vale nostri memor et quotiens te roma tuo refici properantem reddet aquino me quoque ad helvinam cererem vestramque dianam converte a cumis saturarum ego ni pudet illas auditor gelidos veniam caligatus in agros .,"['ergo', 'vale', 'noster', 'memor', 'et', 'quotiens', 'tu', 'roma', 'tuus', 'reficio', 'propero', 'reddo', 'aquinus', 'ego', 'quoque', 'ad', 'helvinam', 'cereres', 'vestramque', 'diana', 'converte', 'ab', 'cumis', 'satura', 'ego', 'ni', 'pudo', 'ille', 'auditor', 'golus', 'veniam', 'caligo', 'in', 'ager', '.']"
Juvenal,Silver,Satires,"['ecce', 'iterum', 'crispinus', 'et', 'est', 'mihi', 'saepe', 'vocandus', 'ad', 'partes', 'monstrum', 'nulla', 'virtute', 'redemptum', 'a', 'vitiis', 'aegrae', 'solaque', 'libidine', 'fortes', 'deliciae', 'viduas', 'tantum', 'aspernatus', '.']",ecce iterum crispinus et est mihi saepe vocandus ad partes monstrum nulla virtute redemptum a vitiis aegrae solaque libidine fortes deliciae viduas tantum aspernatus .,"['ecce', 'iterum', 'crispinus', 'et', 'sum', 'ego', 'saepe', 'vocandus', 'ad', 'pars', 'monster', 'nullus', 'virtute', 'redemo', 'ab', 'vitiis', 'aegrus', 'solaque', 'libido', 'fortis', 'delicia', 'viduas', 'tantum', 'asperno', '.']"
Juvenal,Silver,Satires,"['adulter', 'quid', 'refert', 'igitur', 'quantis', 'iumenta', 'fatiget', 'porticibus', 'quanta', 'nemorum', 'vectetur', 'in', 'umbra', 'iugera', 'quot', 'vicina', 'foro', 'quas', 'emerit', 'aedes', '?']",adulter quid refert igitur quantis iumenta fatiget porticibus quanta nemorum vectetur in umbra iugera quot vicina foro quas emerit aedes ?,"['adulter', 'quis', 'refero', 'igitur', 'quansus', 'iumentum', 'fatior', 'portix', 'quantus', 'nemus', 'vectetur', 'in', 'umbra', 'iuger', 'quot', 'vicina', 'forum', 'qui', 'emo', 'aedes', '?']"
Juvenal,Silver,Satires,"['nemo', 'malus', 'felix', 'minime', 'corruptor', 'et', 'idem', 'incestus', 'cum', 'quo', 'nuper', 'vittata', 'iacebat', 'sanguine', 'adhuc', 'vivo', 'terram', 'subitura', 'sacerdos', '.']",nemo malus felix minime corruptor et idem incestus cum quo nuper vittata iacebat sanguine adhuc vivo terram subitura sacerdos .,"['nemo', 'malus', 'felix', 'minus', 'corruptor', 'et', 'idem', 'incestus', 'cum', 'qui', 'nuper', 'vittata', 'iacero', 'sanguis', 'adhuc', 'vivo', 'terra', 'subeo', 'sacerdos', '.']"
Juvenal,Silver,Satires,"['sed', 'nunc', 'de', 'factis', 'levioribus', 'et', 'tamen', 'alter', 'si', 'fecisset', 'idem', 'caderet', 'sub', 'iudice', 'morum', 'nam', 'quod', 'turpe', 'bonis', 'titio', 'seioque', 'decebat', 'crispinum', 'quid', 'agas', 'cum', 'dira', 'et', 'foedior', 'omni', 'crimine', 'persona', 'est', '?']",sed nunc de factis levioribus et tamen alter si fecisset idem caderet sub iudice morum nam quod turpe bonis titio seioque decebat crispinum quid agas cum dira et foedior omni crimine persona est ?,"['sed', 'nunc', 'de', 'facio', 'levioribus', 'et', 'tamen', 'alter', 'si', 'facio', 'idem', 'cado', 'sub', 'iudex', 'mos', 'nam', 'quod', 'turpis', 'bonum', 'titio', 'seioque', 'decet', 'crispinus', 'quis', 'ago', 'cum', 'dirus', 'et', 'foedus', 'omnis', 'crimen', 'persona', 'sum', '?']"
Juvenal,Silver,Satires,"['mullum', 'sex', 'milibus', 'emit', 'aequantem', 'sane', 'paribus', 'sestertia', 'libris', 'ut', 'perhibent', 'qui', 'de', 'magnis', 'maiora', 'loquuntur', 'consilium', 'laudo', 'artificis', 'si', 'munere', 'tanto', 'praecipuam', 'in', 'tabulis', 'ceram', 'senis', 'abstulit', 'orbi', 'est', 'ratio', 'ulterior', 'magnae', 'si', 'misit', 'amicae', 'quae', 'vehitur', 'clauso', 'latis', 'specularibus', 'antro', 'nil', 'tale', 'expectes', 'emit', 'sibi', '.']",mullum sex milibus emit aequantem sane paribus sestertia libris ut perhibent qui de magnis maiora loquuntur consilium laudo artificis si munere tanto praecipuam in tabulis ceram senis abstulit orbi est ratio ulterior magnae si misit amicae quae vehitur clauso latis specularibus antro nil tale expectes emit sibi .,"['mullum', 'sex', 'milus', 'sum', 'aequor', 'sane', 'par', 'sestertia', 'liber', 'ut', 'perhibeo', 'qui', 'de', 'magnus', 'magnus', 'loquor', 'consilium', 'laudo', 'artifex', 'si', 'munus', 'tanto', 'praecipuus', 'in', 'tabulus', 'cera', 'senis', 'aufero', 'orbi', 'sum', 'ratio', 'ulterior', 'magnus', 'si', 'mitto', 'amica', 'qui', 'vehitur', 'claudo', 'lascor', 'specularis', 'antrum', 'nihil', 'talis', 'expectes', 'sum', 'se', '.']"
Juvenal,Silver,Satires,"['multa', 'videmus', 'quae', 'miser', 'et', 'frugi', 'non', 'fecit', 'apicius', 'hoc', 'tu', 'succinctus', 'patria', 'quondam', 'crispine', 'papyro', '?']",multa videmus quae miser et frugi non fecit apicius hoc tu succinctus patria quondam crispine papyro ?,"['multus', 'videmus', 'qui', 'miser', 'et', 'frux', 'non', 'facio', 'apicius', 'hic', 'tu', 'succingo', 'patrius', 'quidam', 'crispio', 'papyr', '?']"
Juvenal,Silver,Satires,"['hoc', 'pretio', 'squamas', '?']",hoc pretio squamas ?,"['hic', 'pretium', 'squamus', '?']"
Juvenal,Silver,Satires,"['potuit', 'fortasse', 'minoris', 'piscator', 'quam', 'piscis', 'emi', 'provincia', 'tanti', 'vendit', 'agros', 'sed', 'maiores', 'apulia', 'vendit', 'qualis', 'tunc', 'epulas', 'ipsum', 'gluttisse', 'putamus', 'induperatorem', 'cum', 'tot', 'sestertia', 'partem', 'exiguam', 'et', 'modicae', 'sumptam', 'de', 'margine', 'cenae', 'purpureus', 'magni', 'ructarit', 'scurra', 'palati', 'iam', 'princeps', 'equitum', 'magna', 'qui', 'voce', 'solebat', 'vendere', 'municipes', 'fracta', 'de', 'merce', 'siluros', '?']",potuit fortasse minoris piscator quam piscis emi provincia tanti vendit agros sed maiores apulia vendit qualis tunc epulas ipsum gluttisse putamus induperatorem cum tot sestertia partem exiguam et modicae sumptam de margine cenae purpureus magni ructarit scurra palati iam princeps equitum magna qui voce solebat vendere municipes fracta de merce siluros ?,"['possum', 'forio', 'paruus', 'piscator', 'quam', 'piscis', 'eo', 'provincia', 'tantus', 'vendit', 'ager', 'sed', 'magnus', 'apulium', 'vendit', 'qualis', 'tunc', 'epula', 'ipse', 'gluo', 'puto', 'induperator', 'cum', 'tot', 'sestertia', 'pars', 'exiguus', 'et', 'modicus', 'sumo', 'de', 'margo', 'coena', 'purpureus', 'magnus', 'ructo', 'scurrum', 'palas', 'iam', 'princeps', 'equitus', 'magnus', 'qui', 'voce', 'soleo', 'vendere', 'municeps', 'frango', 'de', 'merx', 'siluus', '?']"
Juvenal,Silver,Satires,"['incipe', 'calliope', 'licet', 'et', 'considere', 'non', 'est', 'cantandum', 'res', 'vera', 'agitur', 'narrate', 'puellae', 'pierides', 'prosit', 'mihi', 'vos', 'dixisse', 'puellas', '.']",incipe calliope licet et considere non est cantandum res vera agitur narrate puellae pierides prosit mihi vos dixisse puellas .,"['incipio', 'callio', 'licet', 'et', 'considero', 'non', 'sum', 'canto', 'res', 'vera', 'ago', 'narro', 'puella', 'paero', 'prosum', 'ego', 'vos', 'dico', 'puella', '.']"
Juvenal,Silver,Satires,"['cum', 'iam', 'semianimum', 'laceraret', 'flavius', 'orbem', 'ultimus', 'et', 'calvo', 'serviret', 'roma', 'neroni', 'incidit', 'hadriaci', 'spatium', 'admirabile', 'rhombi', 'ante', 'domum', 'veneris', 'quam', 'dorica', 'sustinet', 'ancon', 'implevitque', 'sinus', 'nec', 'enim', 'minor', 'haeserat', 'illis', 'quos', 'operit', 'glacies', 'maeotica', 'ruptaque', 'tandem', 'solibus', 'effundit', 'torrentis', 'ad', 'ostia', 'ponti', 'desidia', 'tardos', 'et', 'longo', 'frigore', 'pingues', 'destinat', 'hoc', 'monstrum', 'cumbae', 'unique', 'magister', 'pontifici', 'summo', 'quis', 'enim', 'proponere', 'talem', 'aut', 'emere', 'auderet', 'cum', 'plena', 'et', 'litora', 'multo', 'delatore', 'forent', '?']",cum iam semianimum laceraret flavius orbem ultimus et calvo serviret roma neroni incidit hadriaci spatium admirabile rhombi ante domum veneris quam dorica sustinet ancon implevitque sinus nec enim minor haeserat illis quos operit glacies maeotica ruptaque tandem solibus effundit torrentis ad ostia ponti desidia tardos et longo frigore pingues destinat hoc monstrum cumbae unique magister pontifici summo quis enim proponere talem aut emere auderet cum plena et litora multo delatore forent ?,"['cum', 'iam', 'semio', 'lacero', 'flavius', 'orbis', 'ultimus', 'et', 'calvo', 'serviret', 'roma', 'neronus', 'incido', 'hadriaci', 'spatium', 'admirabilis', 'rhmbbum', 'ante', 'domus', 'veneris', 'qui', 'doricus', 'sustineo', 'ancon', 'impleo', 'sinus', 'nec', 'enim', 'paruus', 'haesero', 'ille', 'qui', 'operio', 'glacies', 'maeoticus', 'ruptusque', 'tandem', 'sol', 'effundo', 'torreo', 'ad', 'ostia', 'pons', 'desidia', 'tardus', 'et', 'longus', 'frigus', 'pingus', 'destino', 'hic', 'monster', 'cumba', 'unusquis', 'magister', 'pontifex', 'summus', 'quis', 'enim', 'propono', 'talis', 'aut', 'emo', 'audeo', 'cum', 'plenus', 'et', 'litor', 'multo', 'delator', 'foro', '?']"
